Length,Width,Height,Box
8,8,3,8x8x3
8,8,3.1999998,8x8x3
8,8,3,8x8x3
8,7.7999997,3,8x8x3
8,8,3,8x8x3
8,8,3,8x8x3
8,8,3,8x8x3
8,8,3,8x8x3
8,7.7999997,3,8x8x3
8,7.7999997,3.1999998,8x8x3
8,7.7999997,3,8x8x3
8,7.7999997,3,8x8x3
8,7.7999997,3,8x8x3
8,7.7999997,3,8x8x3
8,7.7999997,3,8x8x3
8,7.7999997,3,8x8x3
8,7.7999997,3,8x8x3
8,7.7999997,3,8x8x3
8,7.7999997,3,8x8x3
8,7.7999997,3,8x8x3
8,7.7999997,3,8x8x3
8,8,3,8x8x3
8,7.7999997,3,8x8x3
8,7.7999997,3.1999998,8x8x3
8,7.7999997,3,8x8x3
8,7.7999997,3.1999998,8x8x3
8,7.7999997,3.1999998,8x8x3
8,7.7999997,3,8x8x3
8,7.7999997,3.1999998,8x8x3
8.2,7.7999997,3,8x8x3
8.2,8,3,8x8x3
8.2,8,3,8x8x3
8.2,8,3,8x8x3
8.2,8,3,8x8x3
8.2,8,3,8x8x3
8.2,8,3,8x8x3
8.2,8,2.8,8x8x3
8.2,7.7999997,3,8x8x3
8.2,7.7999997,3.1999998,8x8x3
8.2,7.7999997,3.1999998,8x8x3
8.2,8.2,3,8x8x3
8,8.2,3,8x8x3
8.2,8,3.1999998,8x8x3
8,8,3.1999998,8x8x3
7.7999997,8.2,3,8x8x3
8.2,8,3.1999998,8x8x3
7.7999997,8.4,3,8x8x3
8,8,3,8x8x3
8.2,8.2,3,8x8x3
8,8,3.1999998,8x8x3
8.2,8,3.1999998,8x8x3
7.7999997,8.4,3,8x8x3
8,8,3,8x8x3
8.2,8.2,3,8x8x3
8,8,3.1999998,8x8x3
8,7.7999997,3,8x8x3
8,8,3,8x8x3
8,8,3,8x8x3
8.2,8,3,8x8x3
8,8.2,3,8x8x3
9.2,12,1,9x12x1
9,12,1.2,9x12x1
5.2,6,1.9,5x6x2
5,6,1.9,5x6x2
3,12,2.9,3x12x3
12,36,9.9,12x36x10
12,36,9.9,12x36x10
3,12,2.9,3x12x3
